Time (sec.)	Cycles	"speed_target"	"speed_actual"	"speed_error"
6.298690476	1058180000	6000.000000000	3881.000000000	-45.027465820
6.348646131	1066572550	6000.000000000	3881.000000000	-45.027465820
6.348646131	1066572550	6000.000000000	3975.000000000	-45.027465820
6.348690476	1066580000	6000.000000000	3975.000000000	-45.027465820
6.398704476	1074982352	6000.000000000	3975.000000000	-30.601760864
6.398704476	1074982352	6000.000000000	3975.000000000	-44.983978271
6.448646708	1083372647	6000.000000000	3975.000000000	-44.983978271
6.448646708	1083372647	6000.000000000	4195.000000000	-44.983978271
6.448690476	1083380000	6000.000000000	4195.000000000	-43.704612732
6.498646351	1091772587	6000.000000000	4195.000000000	-43.704612732
6.498646351	1091772587	6000.000000000	4319.000000000	-43.704612732
6.498690476	1091780000	6000.000000000	4319.000000000	-41.325401306
6.548646405	1100172596	6000.000000000	4319.000000000	-41.325401306
6.548646405	1100172596	6000.000000000	4451.000000000	-41.325401306
6.548690476	1100180000	6000.000000000	4451.000000000	2.460113525
6.598646196	1108572561	6000.000000000	4451.000000000	2.460113525
6.598646196	1108572561	6000.000000000	4583.000000000	2.460113525
6.598690476	1108580000	6000.000000000	4583.000000000	41.535957336
6.648646750	1116972654	6000.000000000	4583.000000000	41.535957336
6.648646750	1116972654	6000.000000000	4629.000000000	41.535957336
6.648690476	1116980000	6000.000000000	4629.000000000	-50.464042664
6.698646679	1125372642	6000.000000000	4629.000000000	-50.464042664
6.698646679	1125372642	6000.000000000	4672.000000000	-50.464042664
6.698690476	1125380000	6000.000000000	4672.000000000	41.451400757
6.748646167	1133772556	6000.000000000	4672.000000000	41.451400757
6.748646167	1133772556	6000.000000000	4767.000000000	41.451400757
6.748690476	1133780000	6000.000000000	4767.000000000	95.347396851
6.798646405	1142172596	6000.000000000	4767.000000000	95.347396851
6.798646405	1142172596	6000.000000000	4857.000000000	95.347396851
6.798690476	1142180000	6000.000000000	4857.000000000	24.559928894
6.848646714	1150572648	6000.000000000	4857.000000000	24.559928894
6.848646714	1150572648	6000.000000000	4942.000000000	24.559928894
6.848690476	1150580000	6000.000000000	4942.000000000	12.445762634
6.898646375	1158972591	6000.000000000	4942.000000000	12.445762634
6.898646375	1158972591	6000.000000000	5032.000000000	12.445762634
6.898690476	1158980000	6000.000000000	5032.000000000	32.757770538
6.948646274	1167372574	6000.000000000	5032.000000000	32.757770538
6.948646274	1167372574	6000.000000000	5118.000000000	32.757770538
6.948690476	1167380000	6000.000000000	5118.000000000	57.757770538
6.998646613	1175772631	6000.000000000	5118.000000000	57.757770538
6.998646613	1175772631	6000.000000000	5149.000000000	57.757770538
6.998690476	1175780000	6000.000000000	5149.000000000	-57.805114746
7.048646452	1184172604	6000.000000000	5149.000000000	-57.805114746
7.048646452	1184172604	6000.000000000	5186.000000000	-57.805114746
7.048690476	1184180000	6000.000000000	5186.000000000	-23.288543701
7.098646762	1192572656	6000.000000000	5186.000000000	-23.288543701
7.098646762	1192572656	6000.000000000	5268.000000000	-23.288543701
7.098690476	1192580000	6000.000000000	5268.000000000	60.045761108
7.148646655	1200972638	6000.000000000	5268.000000000	60.045761108
7.148646655	1200972638	6000.000000000	5349.000000000	60.045761108
7.148690476	1200980000	6000.000000000	5349.000000000	47.748519897
7.198646571	1209372624	6000.000000000	5349.000000000	47.748519897
7.198646571	1209372624	6000.000000000	5373.000000000	47.748519897
7.198690476	1209380000	6000.000000000	5373.000000000	-9.830993652
7.248646673	1217772641	6000.000000000	5373.000000000	-9.830993652
7.248646673	1217772641	6000.000000000	5395.000000000	-9.830993652
7.248690476	1217780000	6000.000000000	5395.000000000	-18.257522583
7.298646476	1226172608	6000.000000000	5395.000000000	-18.257522583
7.298646476	1226172608	6000.000000000	5456.000000000	-18.257522583
7.298690476	1226180000	6000.000000000	5456.000000000	28.742477417
7.348646482	1234572609	6000.000000000	5456.000000000	28.742477417
7.348646482	1234572609	6000.000000000	5525.000000000	28.742477417
7.348690476	1234580000	6000.000000000	5525.000000000	43.466728210
7.398646726	1242972650	6000.000000000	5525.000000000	43.466728210
7.398646726	1242972650	6000.000000000	5547.000000000	43.466728210
7.398690476	1242980000	6000.000000000	5547.000000000	5.476902008
7.448646655	1251372638	6000.000000000	5547.000000000	5.476902008
7.448646655	1251372638	6000.000000000	5563.000000000	5.476902008
7.448690476	1251380000	6000.000000000	5563.000000000	-39.847244263
7.498646923	1259772683	6000.000000000	5563.000000000	-39.847244263
7.498646923	1259772683	6000.000000000	5618.000000000	-39.847244263
7.498690476	1259780000	6000.000000000	5618.000000000	45.211547852
7.548646298	1268172578	6000.000000000	5618.000000000	45.211547852
7.548646298	1268172578	6000.000000000	5680.000000000	45.211547852
7.548690476	1268180000	6000.000000000	5680.000000000	-9.807128906
7.598646571	1276572624	6000.000000000	5680.000000000	-9.807128906
7.598646571	1276572624	6000.000000000	5686.000000000	-9.807128906
7.598690476	1276580000	6000.000000000	5686.000000000	-5.807128906
7.648646619	1284972632	6000.000000000	5686.000000000	-5.807128906
7.648646619	1284972632	6000.000000000	5692.000000000	-5.807128906
7.648690476	1284980000	6000.000000000	5692.000000000	-25.493118286
7.698646250	1293372570	6000.000000000	5692.000000000	-25.493118286
7.698646250	1293372570	6000.000000000	5742.000000000	-25.493118286
7.698690476	1293380000	6000.000000000	5742.000000000	75.690406799
7.748647065	1301772707	6000.000000000	5742.000000000	75.690406799
7.748647065	1301772707	6000.000000000	5794.000000000	75.690406799
7.748690476	1301780000	6000.000000000	5794.000000000	-2.979145050
7.798646565	1310172623	6000.000000000	5794.000000000	-2.979145050
7.798646565	1310172623	6000.000000000	5797.000000000	-2.979145050
7.798690476	1310180000	6000.000000000	5797.000000000	26.814590454
7.848646107	1318572546	6000.000000000	5797.000000000	26.814590454
7.848646107	1318572546	6000.000000000	5796.000000000	26.814590454
7.848690476	1318580000	6000.000000000	5796.000000000	-24.512531281
7.898646690	1326972644	6000.000000000	5796.000000000	-24.512531281
7.898646690	1326972644	6000.000000000	5832.000000000	-24.512531281
7.898690476	1326980000	6000.000000000	5832.000000000	52.487468719
7.948645732	1335372483	6000.000000000	5832.000000000	52.487468719
7.948645732	1335372483	6000.000000000	5853.000000000	52.487468719
7.948690476	1335380000	6000.000000000	5853.000000000	49.018753052
7.998646101	1343772545	6000.000000000	5853.000000000	49.018753052
7.998646101	1343772545	6000.000000000	5858.000000000	49.018753052
7.998690476	1343780000	6000.000000000	5858.000000000	0.216018677
8.048646149	1352172553	6000.000000000	5858.000000000	0.216018677
8.048646149	1352172553	6000.000000000	5880.000000000	0.216018677
8.048705476	1352182520	6000.000000000	5880.000000000	19.553865433
8.098646315	1360572581	6000.000000000	5880.000000000	19.553865433
8.098646315	1360572581	6000.000000000	5907.000000000	19.553865433
8.098690476	1360580000	6000.000000000	5907.000000000	-2.454689026
8.148647101	1368972713	6000.000000000	5907.000000000	-2.454689026
8.148647101	1368972713	6000.000000000	5909.000000000	-2.454689026
8.148690476	1368980000	6000.000000000	5909.000000000	-2.635778427
8.198646089	1377372543	6000.000000000	5909.000000000	-2.635778427
8.198646089	1377372543	6000.000000000	5912.000000000	-2.635778427
8.198690476	1377380000	6000.000000000	5912.000000000	-19.635778427
8.248646149	1385772553	6000.000000000	5912.000000000	-19.635778427
8.248646149	1385772553	6000.000000000	5940.000000000	-19.635778427
8.248690476	1385780000	6000.000000000	5940.000000000	10.739597321
8.298647125	1394172717	6000.000000000	5940.000000000	10.739597321
8.298647125	1394172717	6000.000000000	5948.000000000	10.739597321
8.298690476	1394180000	6000.000000000	5948.000000000	19.860113144
8.348646244	1402572569	6000.000000000	5948.000000000	19.860113144
8.348646244	1402572569	6000.000000000	5952.000000000	19.860113144
8.348690476	1402580000	6000.000000000	5952.000000000	13.816123962
8.398646274	1410972574	6000.000000000	5952.000000000	13.816123962
8.398646274	1410972574	6000.000000000	5970.000000000	13.816123962
8.398690476	1410980000	6000.000000000	5970.000000000	-20.000000000
8.448646655	1419372638	6000.000000000	5970.000000000	-20.000000000
8.448646655	1419372638	6000.000000000	5965.000000000	-20.000000000
8.448690476	1419380000	6000.000000000	5965.000000000	-26.000000000
8.498646250	1427772570	6000.000000000	5965.000000000	-26.000000000
8.498646250	1427772570	6000.000000000	5972.000000000	-26.000000000
8.498690476	1427780000	6000.000000000	5972.000000000	-13.000000000
